Original_ID,WC_Class,margin,in_test
8185,2,0.94846565,0
4491,1,0.9280822,1
9273,2,0.4264669,0
3501,1,0.86808854,0
2664,1,0.62951505,0
10235,3,0.99987936,0
2221,1,0.83922243,0
2078,1,0.9199511,0
3398,1,0.8620577,0
5477,2,0.49639252,0
14409,3,0.9922944,0
3621,1,0.95470774,0
3966,1,0.58610934,0
14836,3,0.99995375,0
10460,3,0.9998832,0
3608,1,0.98796403,0
6238,2,0.95397663,0
425,1,0.9133648,0
12044,3,0.9998276,0
11504,3,0.9318836,0
10227,3,0.8974602,0
3698,1,0.97462314,1
10257,3,0.9992209,0
4358,1,0.9080361,0
4652,1,0.9863468,0
4038,1,0.9947752,0
14723,3,0.9624848,1
7456,2,0.9988178,0
11532,3,0.9950397,0
2739,1,0.8812844,1
12734,3,0.98548514,1
7110,2,0.9993477,0
14171,3,0.9998551,0
4265,1,0.9715648,0
6418,2,0.9999165,0
6841,2,0.99732345,0
6297,2,0.3022606,0
9181,2,0.9906636,0
575,1,0.9667275,0
10047,3,0.99987316,0
8488,2,0.94076174,1
13602,3,0.99990225,0
7655,2,0.9998393,0
6311,2,0.97779715,1
10550,3,0.9995923,0
6934,2,0.18376428,1
5703,2,0.97469217,0
366,1,0.945708,0
1748,1,0.95577925,0
4568,1,0.9892079,1
1337,1,0.9904971,1
12804,3,0.9999108,0
8022,2,0.010793626,0
34,1,0.892003,0
12949,3,0.7906451,0
13173,3,0.99985355,0
4981,1,0.98550195,1
11807,3,0.9942892,1
10742,3,0.9994473,0
2500,1,0.9921484,0
129,1,0.97123086,1
7884,2,0.9336828,1
1134,1,0.9332117,0
12235,3,0.9998627,1
1087,1,0.89096856,0
14453,3,0.99993867,1
7481,2,0.95288527,1
13453,3,0.027059019,0
71,1,0.997401,1
2037,1,0.9548474,0
9489,2,0.99999475,0
12909,3,0.99064195,1
7470,2,0.5747042,1
4860,1,0.9606631,1
7605,2,0.99877125,0
11122,3,0.9997297,0
971,1,0.98445827,0
14822,3,0.99992937,0
6276,2,0.96129674,1
9820,2,0.5228956,0
709,1,0.73621404,1
13979,3,0.9998832,0
12847,3,0.9993601,0
9047,2,0.9991686,1
8065,2,0.8308142,1
14332,3,0.9864942,1
8229,2,0.8604827,0
14310,3,0.9195853,0
1392,1,0.9884343,1
5179,2,0.9912843,1
1580,1,0.9746458,0
2488,1,0.7869135,0
11626,3,0.9870238,0
8543,2,0.9999006,0
8917,2,0.8801959,0
3691,1,0.88878804,0
2375,1,0.8972893,1
6780,2,0.99966174,1
11522,3,0.9979226,1
7191,2,0.9999126,1
1877,1,0.8841203,0
5777,2,0.99835414,1
9749,2,0.57723975,1
7196,2,0.9972128,0
11855,3,0.951654,1
9988,2,0.99997836,0
8178,2,0.99780834,0
10468,3,0.99650425,0
14060,3,0.9996729,1
5784,2,0.99885565,1
10444,3,0.4542373,1
4472,1,0.99299395,1
1291,1,0.9555297,0
10716,3,0.96224976,0
6226,2,0.88601214,0
11602,3,0.9971088,0
9178,2,0.16512147,0
7158,2,0.9948779,0
9853,2,0.8670728,0
11728,3,0.99979216,0
10419,3,0.6206271,1
2584,1,0.2698676,1
1101,1,0.9981325,0
9059,2,0.21814415,1
14588,3,0.98069113,0
10630,3,0.9997924,1
5513,2,0.9997709,0
1374,1,0.96657985,0
8863,2,0.9669979,0
1965,1,0.9932304,0
13891,3,0.9997933,1
13922,3,0.81638837,1
6572,2,0.99967086,1
8382,2,0.9999981,0
12911,3,0.95052934,0
4433,1,0.9755639,1
3310,1,0.7770069,0
3572,1,0.8857266,0
8448,2,0.9999933,0
7893,2,0.82420784,0
9719,2,0.9969154,0
11394,3,0.9123256,0
678,1,0.9118798,1
10563,3,0.9050625,0
14510,3,0.96108216,0
1644,1,0.9865487,0
6220,2,0.99996585,0
13351,3,0.9998726,0
13333,3,0.99986297,0
4543,1,0.922907,0
