Original_ID,WC_Class,margin,in_test
4033,1,0.051398695,0
7493,2,0.003374219,1
6273,2,0.0069495738,0
14221,3,0.067946255,0
4482,1,0.0032947063,1
3460,1,0.06732094,0
2525,1,0.04200381,1
6413,2,0.028387457,0
10362,3,0.05597669,1
12047,3,0.024502933,1
12793,3,0.024558514,1
7117,2,0.05258572,0
7957,2,0.073578745,0
7961,2,0.006658584,0
7173,2,0.078112215,1
4152,1,0.034716398,1
7369,2,0.0056936145,0
11833,3,0.07065722,0
3102,1,0.01919055,0
9571,2,0.0008689165,0
850,1,0.05159259,1
2835,1,0.07555461,1
9661,2,0.051911116,0
11860,3,0.05479932,1
13145,3,0.033075213,0
294,1,0.039093673,0
9784,2,0.05461511,0
9171,2,0.058080375,0
9132,2,0.038255066,0
4922,1,0.06057751,0
13299,3,0.068564475,0
11803,3,0.06123385,0
13826,3,0.01260224,0
10527,3,0.05807942,0
9803,2,0.06718427,0
2315,1,0.039556384,0
1168,1,0.016724408,1
7615,2,0.056464165,0
6116,2,0.05169317,0
7596,2,0.05840245,1
6384,2,0.015512079,0
12862,3,0.04480341,0
8030,2,0.013737559,0
3449,1,0.05262637,1
9530,2,0.0010152757,0
6297,2,0.004679024,0
12599,3,0.025048137,1
7541,2,0.01511398,0
4242,1,0.057118654,0
376,1,0.023917198,1
9875,2,0.06486237,0
5856,2,0.046635717,1
2867,1,0.036306173,1
5300,2,0.0058496594,0
2815,1,0.043226838,0
2384,1,0.024550319,0
5930,2,0.001972109,0
7963,2,0.054601014,0
8888,2,0.015437722,0
5843,2,0.04974401,0
7036,2,0.03980556,1
8846,2,0.07481298,1
7431,2,0.0004171133,0
2578,1,0.03847903,0
14985,3,0.045379102,1
10314,3,0.010324627,0
8294,2,0.023344517,0
13410,3,0.04460585,0
9434,2,0.057599485,0
6666,2,0.05943176,0
8810,2,0.038550436,0
5237,2,0.034377873,0
7523,2,0.025263727,0
6448,2,0.044831187,0
8845,2,0.058600664,0
3188,1,0.06574455,0
727,1,0.0046838224,1
6726,2,0.0613496,0
5450,2,0.018140346,0
4854,1,0.020175219,0
6672,2,0.041983485,1
6287,2,0.039011717,0
2081,1,0.005393088,0
8194,2,0.043817908,1
298,1,0.033417106,0
8306,2,0.0636819,0
7882,2,0.04800412,0
9151,2,0.03681636,0
1829,1,0.018276185,0
3322,1,0.019774467,0
8125,2,0.025322437,0
2439,1,0.073330164,0
3946,1,0.046901554,1
6992,2,0.03330049,0
7900,2,0.041076154,1
11425,3,0.009280115,0
6786,2,0.07570967,0
9996,2,0.01543355,1
7442,2,0.07786554,1
7066,2,0.027462244,0
261,1,0.021896899,1
6732,2,0.021238536,0
1785,1,0.050200403,0
8349,2,0.043677002,0
3843,1,0.042119473,1
2173,1,0.012805015,0
1408,1,0.059108555,0
11775,3,0.051392376,1
8767,2,0.067673,0
9619,2,0.07686737,0
2671,1,0.05952102,0
5315,2,0.04817316,0
5413,2,0.05773568,0
6445,2,0.007841915,0
604,1,0.068278074,1
13542,3,0.06967726,0
6545,2,0.06555545,1
6083,2,0.028150529,0
2538,1,0.062437654,1
4512,1,0.019429564,1
1796,1,0.059995294,0
183,1,0.03089735,0
4243,1,0.0062960684,0
4724,1,0.052173167,0
6890,2,0.061630845,0
2158,1,0.051742166,0
3827,1,0.05122131,0
7620,2,0.032050073,0
4471,1,0.05880311,1
2736,1,0.0017921925,1
4183,1,0.014115542,0
719,1,0.06963518,0
11447,3,0.04273027,1
9281,2,0.07348487,1
6589,2,0.06385118,0
1811,1,0.06626353,1
10562,3,0.017650396,0
3268,1,0.0045121014,0
4496,1,0.032794,0
6570,2,0.068216026,0
13566,3,0.032058686,1
9623,2,0.04342577,1
9486,2,0.04201463,1
6026,2,0.02437681,0
9693,2,0.020388395,1
7788,2,0.064757824,0
14320,3,0.03122437,0
8549,2,0.07682863,0
954,1,0.05940637,1
8275,2,0.06310567,0
