Original_ID,WC_Class,margin,in_test
7903,2,1.0,0
7976,2,1.0,0
9217,2,1.0,0
6247,2,1.0,1
6993,2,1.0,0
8591,2,1.0,0
5789,2,1.0,0
5878,2,1.0,1
5348,2,1.0,1
5714,2,0.99999994,0
6151,2,0.9999998,1
8474,2,0.99999994,1
5585,2,1.0,0
8771,2,1.0,0
5061,2,0.99999994,1
9115,2,1.0,0
6820,2,0.99999976,0
6466,2,1.0,1
2586,1,0.9999998,0
7811,2,0.99999976,0
7106,2,1.0,0
5328,2,0.99999976,1
6438,2,0.99999976,0
8592,2,1.0,0
8122,2,1.0,0
5042,2,0.99999976,0
5893,2,0.99999976,0
6628,2,0.99999994,1
6214,2,1.0,0
5183,2,1.0,0
8961,2,1.0,0
9930,2,1.0,0
7772,2,0.9999998,0
9320,2,1.0,0
5220,2,1.0,1
9265,2,1.0,0
8215,2,1.0,0
9635,2,1.0,0
9373,2,1.0,0
6843,2,1.0,0
7521,2,1.0,0
7633,2,1.0,0
7681,2,0.99999994,0
6969,2,1.0,1
5076,2,1.0,0
5782,2,0.99999994,0
5963,2,1.0,0
9733,2,0.9999998,0
8028,2,0.99999994,0
5941,2,1.0,0
8397,2,1.0,0
9747,2,1.0,0
5399,2,1.0,0
9520,2,0.9999998,0
7779,2,1.0,0
6756,2,1.0,1
7434,2,0.9999998,1
8621,2,1.0,1
8034,2,1.0,0
9268,2,0.9999998,0
8503,2,1.0,0
7233,2,1.0,0
5799,2,0.9999998,1
6870,2,0.99999976,1
8781,2,1.0,0
8964,2,0.99999994,0
8935,2,1.0,1
6416,2,0.99999994,0
7512,2,0.99999994,0
7573,2,0.99999994,0
9845,2,0.9999998,0
5326,2,1.0,1
8263,2,1.0,0
7107,2,0.99999994,0
6956,2,1.0,0
9927,2,1.0,0
7949,2,1.0,0
7602,2,1.0,0
8408,2,1.0,1
7306,2,1.0,1
6647,2,1.0,1
5622,2,1.0,0
7774,2,1.0,0
5603,2,0.99999994,0
8174,2,0.9999998,0
9628,2,1.0,1
8950,2,1.0,1
9627,2,0.99999994,0
7724,2,1.0,1
7461,2,0.99999994,0
5497,2,0.99999976,0
7204,2,1.0,1
7101,2,1.0,0
5197,2,0.99999994,1
5669,2,0.9999998,0
5544,2,1.0,0
6490,2,1.0,0
5891,2,0.99999994,0
8587,2,1.0,0
8343,2,1.0,1
8963,2,1.0,1
6881,2,1.0,0
6641,2,1.0,0
7487,2,0.99999976,1
5968,2,0.99999994,0
5588,2,1.0,0
6367,2,0.99999994,0
8668,2,1.0,0
6584,2,0.99999976,0
9751,2,1.0,0
7459,2,0.9999998,0
6654,2,1.0,0
6414,2,1.0,1
6955,2,0.99999994,1
5246,2,1.0,0
7844,2,1.0,0
7622,2,1.0,0
8768,2,1.0,0
7304,2,1.0,0
5451,2,0.9999998,0
8515,2,1.0,0
5317,2,1.0,0
8245,2,1.0,0
9389,2,1.0,0
9475,2,0.99999994,1
9172,2,1.0,0
6280,2,0.9999998,0
9573,2,1.0,0
6595,2,0.99999994,0
6981,2,1.0,0
5902,2,1.0,1
7267,2,1.0,0
7743,2,1.0,1
8974,2,0.9999998,1
6191,2,1.0,0
9983,2,1.0,0
6036,2,0.99999994,0
6174,2,1.0,0
9563,2,1.0,0
6223,2,1.0,1
5662,2,0.9999998,0
7778,2,1.0,0
9910,2,1.0,0
6316,2,0.9999998,0
7294,2,1.0,0
6838,2,1.0,0
5341,2,1.0,0
9301,2,0.9999998,0
5540,2,1.0,0
5394,2,0.99999976,0
