Original_ID,WC_Class,margin,in_test
3754,1,0.9845186,1
14950,3,0.82814217,1
5383,2,0.99792904,0
3141,1,0.9974099,0
12559,3,0.9981045,0
11918,3,0.9976082,0
11662,3,0.6672219,0
3882,1,0.85850996,1
9005,2,0.9353846,0
14711,3,0.9999676,0
4933,1,0.9945818,1
7392,2,0.9981493,1
10166,3,0.9509851,0
2303,1,0.9788721,0
12057,3,0.833013,0
1821,1,0.95708084,1
1150,1,0.97857136,0
9382,2,0.9999707,0
7362,2,0.8573811,1
12489,3,0.9758535,1
6297,2,0.004679024,0
509,1,0.9405167,0
14690,3,0.99908924,0
14728,3,0.99982905,1
5470,2,0.96075076,0
14640,3,0.99996823,1
13237,3,0.9999418,1
923,1,0.9903026,1
2536,1,0.99339986,0
6487,2,0.4362773,1
6293,2,0.9513918,0
14169,3,0.91920674,0
847,1,0.38847467,1
2431,1,0.95233417,0
921,1,0.964881,0
1509,1,0.93635577,0
2003,1,0.83493185,0
6287,2,0.039011717,0
2622,1,0.8424699,0
7860,2,0.69332653,1
11188,3,0.9999726,0
3859,1,0.977086,1
10180,3,0.958704,0
5793,2,0.6927027,0
3879,1,0.99446934,0
14840,3,0.99995714,0
9595,2,0.9997313,0
14838,3,0.9577055,0
12345,3,0.9999721,0
1294,1,0.9813346,0
6783,2,0.8318816,1
6248,2,0.9950079,1
7828,2,0.30802423,1
3286,1,0.97490513,0
5607,2,0.9999574,0
9443,2,0.89740705,0
854,1,0.95471597,0
11672,3,0.9449806,1
4421,1,0.99893796,0
12378,3,0.9993767,0
1806,1,0.9727942,0
3901,1,0.86204374,0
4437,1,0.703097,0
1312,1,0.9988157,0
7890,2,0.8714479,0
9128,2,0.74012,1
9592,2,0.9999981,1
413,1,0.9798784,0
249,1,0.9997981,1
13102,3,0.9996207,0
4679,1,0.94832754,0
976,1,0.94762325,0
12225,3,0.9844609,0
7968,2,0.97387534,0
3433,1,0.9410707,1
11103,3,0.9994163,0
9960,2,0.9999986,0
5393,2,0.9977844,0
3174,1,0.92585456,0
8615,2,0.9979653,0
615,1,0.9236912,1
12392,3,0.9999773,0
13349,3,0.8663681,1
2976,1,0.9334396,0
5735,2,0.10517317,1
4789,1,0.9486596,0
8259,2,0.99796313,1
8307,2,0.99999547,0
14606,3,0.9998758,0
2866,1,0.98016804,0
6880,2,0.9999985,1
12756,3,0.97885853,1
3644,1,0.971062,1
3630,1,0.9827872,0
8126,2,0.7957248,0
12854,3,0.99996,0
7607,2,0.9874158,0
10747,3,0.9982499,1
8922,2,0.9956171,1
3383,1,0.850982,0
3911,1,0.983589,0
9555,2,0.50695974,0
10168,3,0.99994683,0
13060,3,0.99989134,0
9649,2,0.9769306,0
3062,1,0.45691445,0
12711,3,0.99996847,0
13556,3,0.91925734,0
4466,1,0.9807988,0
12084,3,0.9998834,0
1814,1,0.9274263,0
9906,2,0.99610955,1
1231,1,0.89835465,0
13528,3,0.97247064,1
12591,3,0.99972945,0
10481,3,0.9571345,1
9058,2,0.99990344,1
6425,2,0.9999881,0
2999,1,0.9484538,0
13264,3,0.9999115,0
6605,2,0.9416568,1
11305,3,0.9973807,0
6526,2,0.9917456,1
14212,3,0.9999663,0
11220,3,0.21842209,0
7084,2,0.99969035,0
2982,1,0.993491,0
2939,1,0.5642775,0
10361,3,0.9973425,0
7834,2,0.9997475,1
5379,2,0.99999887,1
12312,3,0.99578106,0
1807,1,0.9816865,1
6361,2,0.9962751,0
6088,2,0.9953038,0
13225,3,0.9777825,0
7797,2,0.23451123,0
13782,3,0.9998975,1
3461,1,0.99822134,0
12570,3,0.99995184,0
11761,3,0.9923261,0
7821,2,0.21382451,0
1487,1,0.9822209,0
7096,2,0.99977714,0
5232,2,0.5085984,1
14322,3,0.9999745,0
5450,2,0.018140346,0
12079,3,0.95877033,1
13392,3,0.9759984,1
5210,2,0.99842936,0
