Original_ID,WC_Class,margin,in_test
5414,2,0.9999998,1
5497,2,1.0,0
6453,2,0.99999946,0
7679,2,0.9999998,0
5789,2,1.0,0
6490,2,1.0,0
5778,2,0.9999996,0
5441,2,0.9999997,0
7461,2,1.0,0
8822,2,0.99999946,1
5245,2,0.9999997,0
7833,2,0.9999997,0
5720,2,0.9999997,1
8768,2,0.9999995,0
8592,2,1.0,0
7306,2,1.0,1
9237,2,0.9999996,0
9607,2,0.9999997,0
9637,2,0.9999998,1
6814,2,0.9999997,1
5544,2,0.99999976,0
8474,2,1.0,1
5590,2,0.9999997,0
6810,2,0.99999964,0
5588,2,1.0,0
6756,2,1.0,1
9284,2,0.9999995,0
8681,2,0.99999994,0
8587,2,1.0,0
5042,2,0.99999976,0
7936,2,0.9999998,1
5888,2,0.9999996,1
7556,2,0.9999998,1
8266,2,0.99999976,0
8947,2,0.99999976,0
7512,2,0.9999995,0
5072,2,0.9999996,0
6705,2,0.9999995,1
9219,2,0.9999996,0
9170,2,0.99999976,0
5076,2,0.9999998,0
5581,2,0.9999998,0
8041,2,0.9999994,0
9628,2,1.0,1
8264,2,0.9999998,1
8375,2,0.99999994,1
9751,2,1.0,0
9141,2,1.0,1
7233,2,1.0,0
5328,2,0.9999998,1
6438,2,1.0,0
9898,2,0.99999976,0
5585,2,1.0,0
8778,2,0.99999964,0
6870,2,0.99999976,1
5246,2,1.0,0
9268,2,1.0,0
5341,2,0.9999995,0
9910,2,1.0,0
5280,2,0.99999976,0
8034,2,1.0,0
5317,2,0.99999976,0
7204,2,1.0,1
9508,2,0.99999994,0
6822,2,0.99999976,0
6223,2,1.0,1
7941,2,0.99999976,1
9725,2,0.99999946,1
8781,2,1.0,0
9955,2,0.99999994,1
6466,2,1.0,1
7724,2,1.0,1
9880,2,0.99999976,0
7949,2,1.0,0
9115,2,1.0,0
7535,2,0.9999996,1
6414,2,1.0,1
6641,2,1.0,0
9724,2,0.9999997,1
8935,2,1.0,1
9293,2,0.9999998,0
7047,2,0.9999997,0
5893,2,0.99999976,0
8709,2,0.99999976,1
9813,2,0.99999976,0
5395,2,0.9999995,0
9333,2,0.9999995,0
8499,2,0.99999994,0
8297,2,0.9999996,0
7459,2,0.9999996,0
6659,2,0.9999995,0
8517,2,0.9999997,0
9315,2,0.9999998,1
9573,2,1.0,0
7580,2,0.9999995,0
8122,2,1.0,0
5713,2,0.99999946,0
9939,2,0.99999976,0
9526,2,0.9999997,0
6820,2,0.9999998,0
7791,2,0.99999994,0
5779,2,0.99999964,0
6260,2,0.99999976,0
9301,2,0.9999998,0
6937,2,0.99999976,0
7237,2,0.99999994,1
9172,2,0.99999946,0
6654,2,1.0,0
9564,2,0.9999995,0
8174,2,0.99999994,0
5821,2,0.9999996,0
9520,2,1.0,0
5251,2,0.9999998,0
6198,2,0.99999976,0
5220,2,0.99999946,1
5409,2,0.99999976,0
9983,2,1.0,0
5662,2,0.99999994,0
5603,2,0.99999994,0
6881,2,0.99999976,0
6956,2,1.0,0
6247,2,1.0,1
8642,2,0.99999976,0
7487,2,0.99999994,1
6724,2,0.9999995,0
8783,2,0.9999996,0
7375,2,0.99999976,0
7835,2,0.99999964,0
9229,2,0.9999998,1
8921,2,0.9999998,0
7304,2,0.9999998,0
7675,2,0.9999998,1
6491,2,0.9999995,0
8669,2,0.99999976,0
6838,2,1.0,0
8591,2,1.0,0
6181,2,0.99999976,1
5902,2,1.0,1
8356,2,0.99999976,0
6036,2,1.0,0
7844,2,0.99999976,0
8964,2,1.0,0
6050,2,0.99999976,1
6493,2,1.0,0
6628,2,1.0,1
8974,2,1.0,1
6981,2,0.99999994,0
5622,2,0.99999976,0
8408,2,0.9999998,1
9627,2,0.9999995,0
