Original_ID,WC_Class,margin,in_test
12355,3,0.9765168,0
6077,2,0.431755,0
13332,3,0.999945,1
13248,3,0.999887,1
3732,1,0.93795234,0
14919,3,0.967183,0
10534,3,0.7516985,0
13369,3,0.49773473,1
9412,2,0.31333145,0
5142,2,0.98717785,1
7082,2,0.22194931,0
8762,2,0.9803156,0
2405,1,0.7979828,0
1252,1,0.2032254,1
10776,3,0.98177195,0
9297,2,0.79791397,1
5715,2,0.99999756,0
92,1,0.92438614,1
137,1,0.77505535,0
4668,1,0.9758949,0
2424,1,0.94951504,1
11751,3,0.999953,0
5888,2,0.9999996,1
7075,2,0.9997109,0
10793,3,0.99998564,0
2276,1,0.99086887,0
1988,1,0.16301447,0
4141,1,0.7733958,0
3839,1,0.9504051,0
1456,1,0.944346,0
11458,3,0.9999883,0
8209,2,0.95288235,1
53,1,0.8082566,1
4204,1,0.9960757,1
2078,1,0.9389768,0
10628,3,0.76447845,1
4532,1,0.95843095,0
1897,1,0.8660614,1
12976,3,0.9846396,1
14626,3,0.9999678,0
1442,1,0.7600527,0
12883,3,0.9969805,1
3682,1,0.86413294,0
11176,3,0.9872349,0
13023,3,0.9637112,1
3614,1,0.9974497,0
13947,3,0.99996686,0
13338,3,0.99962056,0
13374,3,0.9999779,0
971,1,0.9372994,0
13089,3,0.99344385,0
4836,1,0.25645676,0
1732,1,0.9556962,0
2157,1,0.97304773,0
5724,2,0.93955904,1
7971,2,0.012945771,0
9870,2,0.9931163,1
4886,1,0.9960219,0
5939,2,0.99995327,0
14841,3,0.88153756,0
5643,2,0.9999671,0
6354,2,0.9998595,0
12447,3,0.99999046,1
11052,3,0.99663526,0
1338,1,0.9699269,0
3694,1,0.9531941,1
8018,2,0.9993159,0
6071,2,0.9927901,0
9678,2,0.08405304,0
13496,3,0.9999845,1
13297,3,0.99997026,0
11952,3,0.9953369,0
14811,3,0.38979277,0
6360,2,0.20686373,0
9722,2,0.9994904,0
1090,1,0.9931877,0
8683,2,0.99627954,0
5158,2,0.04692453,1
11110,3,0.99998355,0
9510,2,0.59099674,0
10925,3,0.94604105,0
9465,2,0.9999542,1
3724,1,0.777891,1
4325,1,0.9079002,0
2903,1,0.81206006,1
9303,2,0.99357563,0
3542,1,0.9211949,0
354,1,0.24626017,1
6893,2,0.9999474,0
3795,1,0.99891484,1
7723,2,0.98658496,0
8262,2,0.999612,0
13555,3,0.9995996,0
7759,2,0.9999822,0
6550,2,0.29971913,0
13134,3,0.92195153,1
13222,3,0.99998695,0
8354,2,0.9543783,1
6769,2,0.99729735,0
6926,2,0.9999935,0
11021,3,0.99998766,0
2246,1,0.89963734,1
12562,3,0.9998444,0
13586,3,0.73182046,0
10805,3,0.99994034,0
6310,2,0.8385197,0
10281,3,0.99998313,1
10637,3,0.99281067,0
1806,1,0.8969374,0
4955,1,0.9793894,1
12747,3,0.99715567,1
2323,1,0.8739297,0
2835,1,0.32642433,1
487,1,0.7956011,1
9854,2,0.99998707,0
4417,1,0.5363932,0
12083,3,0.99996424,1
8482,2,0.99465156,0
12422,3,0.9999679,0
2499,1,0.48663485,0
7514,2,0.99999523,0
6715,2,0.96616805,0
6548,2,0.9424275,0
1412,1,0.29484504,1
9095,2,0.99946046,0
4572,1,0.98783267,0
3011,1,0.90912354,1
7517,2,0.110710114,1
9238,2,0.99924153,1
1365,1,0.22969389,0
13831,3,0.99951875,0
8265,2,0.32736093,1
3558,1,0.900623,1
8489,2,0.9997727,0
13177,3,0.9999837,1
4213,1,0.8781422,0
3705,1,0.97720546,0
9696,2,0.9999597,0
5944,2,0.99999887,0
11621,3,0.99998665,0
746,1,0.3283873,1
11813,3,0.9999054,0
10084,3,0.21007779,0
9338,2,0.4161346,0
12805,3,0.99876255,0
13277,3,0.99998975,1
10236,3,0.98722893,0
5361,2,0.822285,1
8530,2,0.6837723,0
14197,3,0.9986753,0
