Original_ID,WC_Class,margin,in_test
7294,2,1.0,0
8923,2,0.99999994,0
6036,2,1.0,0
7724,2,1.0,1
6647,2,0.9999998,1
8621,2,0.99999994,1
9955,2,0.9999997,1
7778,2,0.99999994,0
7204,2,1.0,1
7434,2,0.9999998,1
9172,2,1.0,0
9520,2,0.99999976,0
9315,2,0.99999994,1
7461,2,0.9999997,0
5394,2,0.99999994,0
7941,2,0.99999976,1
7459,2,1.0,0
5941,2,0.99999976,0
5311,2,0.99999976,0
5485,2,0.99999994,0
5963,2,1.0,0
5183,2,0.99999994,0
6493,2,1.0,0
7774,2,0.99999994,0
7622,2,1.0,0
9910,2,1.0,0
7976,2,1.0,0
8781,2,0.99999994,0
6405,2,0.99999976,0
7521,2,0.99999994,0
7772,2,0.9999998,0
6756,2,1.0,1
7233,2,1.0,0
9508,2,0.9999998,0
8503,2,1.0,0
6191,2,1.0,0
8375,2,0.99999976,1
8681,2,0.9999998,0
8909,2,0.9999997,0
9747,2,0.99999994,0
8974,2,0.99999994,1
6955,2,0.99999994,1
5497,2,1.0,0
9573,2,1.0,0
6870,2,0.99999976,1
6151,2,0.99999976,1
9373,2,1.0,0
6247,2,1.0,1
6490,2,0.99999994,0
5799,2,0.9999998,1
5878,2,1.0,1
6838,2,1.0,0
8408,2,1.0,1
5348,2,0.99999994,1
6628,2,1.0,1
5076,2,0.99999994,0
8963,2,1.0,1
6174,2,0.99999994,0
6466,2,1.0,1
8397,2,0.99999976,0
8122,2,1.0,0
6881,2,1.0,0
7779,2,1.0,0
7949,2,0.99999976,0
5782,2,0.9999997,0
8935,2,1.0,1
8591,2,1.0,0
5622,2,1.0,0
8034,2,1.0,0
9115,2,1.0,0
9143,2,0.9999998,0
7322,2,0.9999998,0
9229,2,0.99999976,1
7791,2,0.99999994,0
9983,2,1.0,0
6367,2,0.99999994,0
8950,2,0.99999994,1
5399,2,0.99999994,0
6438,2,0.99999994,0
6414,2,1.0,1
5893,2,1.0,0
9237,2,0.99999976,0
5246,2,1.0,0
6981,2,1.0,0
6654,2,1.0,0
6814,2,0.99999994,1
8028,2,0.99999994,0
9141,2,0.9999997,1
5061,2,0.99999994,1
5251,2,0.9999998,0
8343,2,1.0,1
9927,2,1.0,0
7743,2,1.0,1
5789,2,1.0,0
6599,2,0.9999997,1
7106,2,1.0,0
6260,2,0.99999976,0
5590,2,0.9999998,0
6843,2,1.0,0
7267,2,1.0,0
5902,2,1.0,1
5391,2,0.99999976,0
8481,2,0.9999998,0
7556,2,0.9999997,1
7903,2,1.0,0
8215,2,1.0,0
7101,2,0.99999994,0
8263,2,1.0,0
9930,2,0.9999998,0
5603,2,0.99999994,0
6822,2,0.99999976,0
5341,2,1.0,0
8768,2,1.0,0
9265,2,0.99999994,0
8668,2,1.0,0
6316,2,0.9999998,0
5317,2,1.0,0
5578,2,0.9999998,0
7306,2,1.0,1
5280,2,1.0,0
5585,2,1.0,0
6641,2,1.0,0
9751,2,0.99999994,0
6820,2,0.99999994,0
9628,2,1.0,1
8592,2,1.0,0
7210,2,0.99999994,0
9563,2,0.99999994,0
5245,2,0.99999976,0
9637,2,1.0,1
9733,2,0.99999976,0
8499,2,1.0,0
9939,2,0.99999976,0
9320,2,1.0,0
8964,2,1.0,0
5198,2,0.9999998,0
5540,2,1.0,0
8474,2,0.99999994,1
7844,2,1.0,0
6956,2,1.0,0
6198,2,0.9999998,0
6223,2,1.0,1
5588,2,1.0,0
8771,2,1.0,0
8961,2,1.0,0
9268,2,0.99999994,0
6969,2,1.0,1
7515,2,0.99999976,0
6214,2,1.0,0
5714,2,0.9999997,0
