Original_ID,WC_Class,margin,in_test
7066,2,0.055803776,0
12073,3,0.063339084,0
1350,1,0.016977042,0
298,1,0.0020515323,0
270,1,0.05887425,0
8194,2,0.032178998,1
5856,2,0.0674693,1
4992,1,0.013683796,0
2847,1,0.06437239,0
10091,3,0.03570372,0
6197,2,0.017505914,0
3322,1,0.07199994,0
14957,3,0.048806727,0
719,1,0.0646444,0
6674,2,0.06114137,1
8349,2,0.024748236,0
9323,2,0.0039856136,0
5450,2,0.068478405,0
6878,2,0.07730287,0
11134,3,0.010417432,1
13957,3,0.062241882,0
3641,1,0.005082071,1
1829,1,0.07478011,0
12522,3,0.047471315,0
8972,2,0.061412692,0
9661,2,0.0069663823,0
1437,1,0.052449822,0
3402,1,0.07501638,1
6333,2,0.031006902,0
5262,2,0.023227662,0
1502,1,0.07869893,0
6749,2,0.0019896924,0
4082,1,0.03570971,1
12686,3,0.0048672855,0
3503,1,0.06756255,0
5504,2,0.046147406,0
9116,2,0.043183625,0
10857,3,0.0017232001,0
10727,3,0.005779922,0
14211,3,0.0044305623,0
7770,2,0.06871283,0
7589,2,0.008731157,0
8233,2,0.06870639,0
8199,2,0.017485976,0
294,1,0.0067074,0
12389,3,0.038128823,1
8888,2,0.012459934,0
10770,3,0.02704528,0
4724,1,0.010917872,0
14785,3,0.07401088,0
4439,1,0.074925095,1
3175,1,0.017775327,0
9949,2,0.043040633,1
8549,2,0.056550503,0
5140,2,0.008823961,0
1730,1,0.03638935,1
10203,3,0.011144817,0
3007,1,0.070174366,1
14320,3,0.024807692,0
8821,2,0.015691519,0
8363,2,0.06511128,0
1531,1,0.013765514,1
11983,3,0.036192328,0
13581,3,0.034960836,0
12286,3,0.031449646,0
13566,3,0.07599288,1
2747,1,0.038021713,1
14985,3,0.017464101,1
8619,2,0.027962923,0
7790,2,0.054804325,1
8999,2,0.02467537,0
2744,1,0.02457714,1
6095,2,0.07786083,0
7282,2,0.059829533,0
6872,2,0.017332464,0
7173,2,0.06578913,1
6083,2,0.05086556,0
9535,2,0.01752019,1
7045,2,0.035702676,1
7609,2,0.009058297,0
8759,2,0.050788224,0
4143,1,0.051185906,1
8775,2,0.053173542,0
13145,3,0.039465398,0
5125,2,0.05904621,1
8274,2,0.011917919,0
9364,2,0.06648624,1
7632,2,0.03598532,0
7788,2,0.034544528,0
8981,2,0.020855725,0
5112,2,0.06273875,0
9359,2,0.04055813,0
12514,3,0.07547781,1
10185,3,0.022775352,1
13205,3,0.0342094,1
10132,3,0.06696379,1
8186,2,0.059700996,0
6589,2,0.06414446,0
9452,2,0.010254055,1
6907,2,0.07117474,0
6570,2,0.026439935,0
5464,2,0.056943864,0
58,1,0.04090509,0
3628,1,0.07426077,0
3198,1,0.018991232,0
5598,2,0.0074665546,0
7369,2,0.043434173,0
7866,2,0.021754265,0
6879,2,0.023192734,0
5960,2,0.009442776,0
10527,3,0.0797849,0
7307,2,0.01718542,0
10562,3,0.05391574,0
13086,3,0.00995186,0
5735,2,0.06578314,1
11705,3,0.07753572,1
9097,2,0.066024244,0
13348,3,0.05150199,1
8756,2,0.072841674,0
11823,3,0.046049833,0
10493,3,0.05717042,0
5718,2,0.0073269606,0
7659,2,0.0741584,1
7527,2,0.013396502,1
4788,1,0.038485646,0
5323,2,0.049613148,0
5006,2,0.028324217,1
9619,2,0.031127453,0
3574,1,0.07942873,0
8306,2,0.007213354,0
6915,2,0.06985083,1
4936,1,0.019689023,1
5158,2,0.0074746013,1
11721,3,0.017249346,0
5203,2,0.010511667,1
11355,3,0.037555993,1
5740,2,0.04527664,0
5676,2,0.03345433,1
8869,2,0.044482887,1
8720,2,0.04766622,0
2121,1,0.05246693,1
12047,3,0.0061298013,1
10187,3,0.0501827,0
4285,1,0.069805205,1
8727,2,0.03478375,0
3426,1,0.026311249,1
9033,2,0.057942748,0
10831,3,0.055896312,1
11493,3,0.050268203,0
8024,2,0.027384788,0
