Original_ID,WC_Class,margin,in_test
9693,2,0.04160589,1
2390,1,0.0037584603,0
332,1,0.026445061,1
13453,3,0.027059019,0
3393,1,0.002139479,1
13843,3,0.041042775,0
1830,1,0.023875922,1
7390,2,0.0509108,0
13566,3,0.011759639,1
11053,3,0.04725808,1
6846,2,0.042482316,0
7773,2,0.021385372,0
4936,1,0.040922612,1
14474,3,0.0038645267,0
4439,1,0.06797242,1
2977,1,0.06777343,0
6674,2,0.065630704,1
348,1,0.068474114,1
9661,2,0.040487915,0
7596,2,0.04550582,1
1664,1,0.024652064,1
6532,2,0.045797437,0
4082,1,0.06493071,1
8815,2,0.04918304,0
3402,1,0.06347871,1
5677,2,0.056577265,1
3783,1,0.020665854,1
5504,2,0.062710226,0
9810,2,0.014402986,0
8159,2,0.040201902,0
2366,1,0.015008688,0
304,1,0.02293092,1
6255,2,0.048708797,1
4033,1,0.010698795,0
108,1,0.06750342,0
2525,1,0.02758357,1
6407,2,0.036327362,1
2158,1,0.021627814,0
1958,1,0.051180124,0
5457,2,0.0058026314,0
7544,2,0.013774276,0
9626,2,0.028251767,0
7797,2,0.01728788,0
7045,2,0.06667268,1
7592,2,0.04246071,1
1741,1,0.033078194,0
7388,2,0.034226567,0
4066,1,0.0018337965,0
8521,2,0.018790513,0
6105,2,0.024706125,0
294,1,0.019847155,0
5243,2,0.04865548,0
7632,2,0.04308775,0
10103,3,0.04213828,1
8314,2,0.05196163,0
7307,2,0.0030383468,0
1525,1,0.032835096,1
670,1,0.05301708,1
11988,3,0.025507003,0
7906,2,0.039833993,0
10142,3,0.0074943006,0
6995,2,0.06820539,0
4862,1,0.06609914,0
183,1,0.017598718,0
4900,1,0.040207952,1
5952,2,0.0053705573,1
8558,2,0.055348724,0
8518,2,0.030909926,0
12522,3,0.0053308606,0
6366,2,0.05092883,0
11859,3,0.022785872,1
3071,1,0.029138565,1
3095,1,0.03376448,1
9132,2,0.013652325,0
8869,2,0.020853758,1
3185,1,0.067684084,0
3503,1,0.047243953,0
8991,2,0.009886056,0
9305,2,0.02554223,0
2877,1,0.02643177,0
8995,2,0.03503406,0
7911,2,0.0037593544,1
6307,2,0.008093834,1
1342,1,0.06619537,0
4496,1,0.015911013,0
3175,1,0.05091238,0
8571,2,0.059328675,0
14826,3,0.029433012,1
8633,2,0.061522573,0
2671,1,0.025606096,0
9250,2,0.0052106977,0
10542,3,0.06621137,1
6842,2,0.025905758,0
8097,2,0.040269226,1
1263,1,0.023415804,0
8079,2,0.015784174,1
14891,3,0.06693822,0
8104,2,0.038749486,0
4493,1,0.032403797,1
9571,2,0.052771777,0
13793,3,0.021460325,0
7577,2,0.064890474,0
8295,2,0.04618758,0
7788,2,0.06028539,0
14580,3,0.0048632324,1
5718,2,0.050246567,0
14320,3,0.05233991,0
3268,1,0.0489918,0
9414,2,0.05841562,0
9364,2,0.0024665594,1
13205,3,0.023926854,1
7173,2,0.017892718,1
9823,2,0.0043168664,0
2956,1,0.011057168,0
6983,2,0.0635708,0
8022,2,0.010793626,0
5216,2,0.06676614,1
8194,2,0.06278977,1
8484,2,0.018070787,0
13165,3,0.0042947233,0
3502,1,0.02732712,0
8720,2,0.03854671,0
1056,1,0.04352492,0
879,1,0.014022738,1
5240,2,0.059312403,1
2901,1,0.052113384,1
5453,2,0.014601946,0
6879,2,0.0544236,0
9855,2,0.011746287,0
8549,2,0.055972755,0
4884,1,0.056735784,0
6022,2,0.0483104,0
5729,2,0.025807917,0
14370,3,0.06805113,0
7541,2,0.037586004,0
8303,2,0.01082772,1
11355,3,0.0034186244,1
5227,2,0.00057941675,1
2578,1,0.010430515,0
8890,2,0.067614675,0
4787,1,0.034360707,0
7981,2,0.009500772,1
908,1,0.029203296,0
145,1,0.048768222,0
4322,1,0.034918755,1
1114,1,0.0161362,0
8253,2,0.019503266,1
8024,2,0.004260093,0
1258,1,0.0610888,0
7590,2,0.015844434,0
