Original_ID,WC_Class,margin,in_test
3478,1,0.9901347,1
6776,2,0.9951974,1
1471,1,0.8987817,0
2983,1,0.9994197,0
7978,2,0.99600285,1
5576,2,0.90002596,0
6804,2,0.96687317,0
12708,3,0.99996,0
2904,1,0.97239524,1
4160,1,0.99078137,0
9415,2,0.92022747,1
11773,3,0.828655,0
12752,3,0.9999294,1
14860,3,0.9975425,0
10900,3,0.9999538,0
7850,2,0.9999962,0
1592,1,0.9132774,0
1134,1,0.9572799,0
5764,2,0.9153346,0
10697,3,0.99997014,0
11660,3,0.9998486,0
2797,1,0.5983236,0
11881,3,0.99996513,0
10179,3,0.99563336,0
4545,1,0.9971075,0
6013,2,0.9988474,0
7976,2,1.0,0
2508,1,0.9997962,0
2465,1,0.9510897,0
1761,1,0.99046844,0
3219,1,0.9651027,0
13010,3,0.99989706,0
5528,2,0.9985569,0
8166,2,0.999918,0
893,1,0.9761427,0
357,1,0.8500881,0
7380,2,0.99941486,1
2898,1,0.99939996,1
14820,3,0.9999588,0
13280,3,0.9843053,0
8782,2,0.99999905,1
1012,1,0.99581206,0
13039,3,0.9996139,0
12245,3,0.9999819,1
6101,2,0.99998116,0
6942,2,0.9545141,0
13764,3,0.95294654,0
14347,3,0.9996088,0
8552,2,0.9985991,1
322,1,0.99900746,0
1945,1,0.9740537,1
4541,1,0.72018176,0
3360,1,0.9349232,0
6844,2,0.5524951,0
5590,2,0.9999998,0
12054,3,0.9991807,1
8672,2,0.99999964,0
9488,2,0.06820032,0
4168,1,0.8963465,0
4163,1,0.8680532,1
14955,3,0.99993634,0
250,1,0.7917931,1
5068,2,0.9998494,0
6665,2,0.9975898,0
12423,3,0.99396217,1
11259,3,0.993989,1
4317,1,0.950796,0
899,1,0.82751703,0
14751,3,0.8609205,0
8478,2,0.999974,1
14431,3,0.82750684,1
5301,2,0.9999955,1
4596,1,0.9190286,0
7782,2,0.9999985,0
11585,3,0.99992496,0
4400,1,0.98613036,0
993,1,0.76312625,0
14140,3,0.9998191,1
498,1,0.9385053,1
723,1,0.6324619,0
6928,2,0.97716767,0
496,1,0.8765804,0
13055,3,0.9998839,1
11043,3,0.99981284,0
8366,2,0.99993795,0
11083,3,0.99993545,0
2468,1,0.53396404,1
4379,1,0.9438816,0
4221,1,0.98577595,0
12046,3,0.9713051,0
6476,2,0.17179114,1
10315,3,0.9239527,1
13868,3,0.9999187,0
839,1,0.66463923,0
8072,2,0.9629679,0
9361,2,0.99999356,1
1129,1,0.8345144,0
4462,1,0.91115135,0
13074,3,0.93428636,0
7344,2,0.99996924,0
13068,3,0.79794127,0
10738,3,0.9992514,1
10609,3,0.99998313,1
7144,2,0.9999829,0
6674,2,0.0144812465,1
5047,2,0.9996893,0
12156,3,0.765196,0
4092,1,0.98967636,0
13426,3,0.99991983,0
6926,2,0.99998665,0
12293,3,0.98627424,0
1176,1,0.97149986,0
7286,2,0.9998939,1
10897,3,0.99822825,0
3296,1,0.99133843,0
5760,2,0.99988025,0
12475,3,0.99975544,0
14426,3,0.9999783,0
6320,2,0.4982488,0
3523,1,0.9141995,0
9428,2,0.993621,0
5073,2,0.9977447,1
5095,2,0.9950171,1
6505,2,0.9994623,1
5125,2,0.21788973,1
9316,2,0.6944754,0
1560,1,0.08186728,0
6408,2,0.99861145,1
4955,1,0.9876652,1
14008,3,0.9999309,1
8658,2,0.99190634,1
10856,3,0.9739576,0
9240,2,0.8687772,1
11007,3,0.9997383,1
14478,3,0.998257,0
13815,3,0.9506703,1
11571,3,0.94100946,1
437,1,0.60322237,0
8986,2,0.95212376,0
1743,1,0.72975713,0
14096,3,0.99941486,1
551,1,0.94391114,1
14594,3,0.99986106,1
10414,3,0.99996567,0
1327,1,0.9956024,0
7777,2,0.99543273,0
3511,1,0.86823535,0
7492,2,0.99998546,0
1045,1,0.74298275,0
11360,3,0.73845345,1
