Original_ID,WC_Class,margin,in_test
7724,2,1.0,1
8950,2,1.0,1
8343,2,1.0,1
7575,2,0.99999994,0
6260,2,1.0,0
7774,2,1.0,0
8503,2,1.0,0
8669,2,1.0,0
8591,2,1.0,0
8921,2,1.0,0
8781,2,1.0,0
5409,2,0.99999994,0
9373,2,1.0,0
7237,2,1.0,1
5540,2,1.0,0
7047,2,0.99999994,0
6490,2,1.0,0
5246,2,1.0,0
7267,2,1.0,0
6833,2,0.99999994,0
8668,2,1.0,0
7949,2,1.0,0
7725,2,0.99999994,1
9724,2,1.0,1
5580,2,1.0,0
8517,2,1.0,0
6993,2,0.99999994,0
8771,2,1.0,0
8963,2,0.99999994,1
6628,2,1.0,1
6146,2,1.0,0
9922,2,0.99999994,0
9284,2,1.0,0
5888,2,1.0,1
9320,2,0.99999994,0
8034,2,1.0,0
9219,2,1.0,0
9115,2,1.0,0
8964,2,1.0,0
9955,2,1.0,1
8710,2,0.99999994,1
5590,2,1.0,0
6956,2,1.0,0
9983,2,1.0,0
6250,2,1.0,1
7936,2,0.99999994,1
6191,2,1.0,0
7414,2,0.99999994,0
5497,2,1.0,0
5341,2,1.0,0
8961,2,1.0,0
8408,2,1.0,1
6843,2,1.0,0
6316,2,1.0,0
9172,2,1.0,0
5902,2,1.0,1
8935,2,1.0,1
6981,2,1.0,0
5328,2,1.0,1
5280,2,1.0,0
6223,2,1.0,1
8382,2,0.99999994,0
7556,2,0.99999994,1
8515,2,0.99999994,0
8974,2,1.0,1
9910,2,1.0,0
9229,2,1.0,1
6814,2,1.0,1
6747,2,0.99999994,0
6810,2,0.99999994,0
5662,2,1.0,0
6247,2,1.0,1
8474,2,1.0,1
8168,2,0.99999994,0
8709,2,1.0,1
5603,2,1.0,0
7487,2,1.0,1
6036,2,1.0,0
6756,2,1.0,1
5622,2,1.0,0
5789,2,1.0,0
5399,2,0.99999994,0
8587,2,1.0,0
5720,2,1.0,1
5317,2,1.0,0
6214,2,1.0,0
6955,2,0.99999994,1
6498,2,0.99999994,0
6683,2,1.0,0
6838,2,1.0,0
7461,2,1.0,0
7233,2,1.0,0
9628,2,1.0,1
9898,2,1.0,0
7294,2,1.0,0
7791,2,1.0,0
6280,2,0.99999994,0
8768,2,1.0,0
8778,2,0.99999994,0
6822,2,0.99999994,0
6881,2,1.0,0
8122,2,1.0,0
8309,2,0.99999994,0
9627,2,1.0,0
7844,2,1.0,0
7833,2,1.0,0
9237,2,1.0,0
6493,2,1.0,0
6438,2,0.99999994,0
6641,2,1.0,0
5821,2,0.99999994,0
9725,2,0.99999994,1
7306,2,1.0,1
9520,2,1.0,0
7304,2,1.0,0
6820,2,0.99999994,0
5588,2,1.0,0
9747,2,1.0,0
9751,2,1.0,0
6466,2,1.0,1
5076,2,1.0,0
8174,2,1.0,0
8499,2,1.0,0
9246,2,0.99999994,0
9573,2,1.0,0
9141,2,0.99999994,1
5780,2,0.99999994,0
9927,2,1.0,0
7976,2,1.0,0
8356,2,1.0,0
8923,2,0.99999994,0
7580,2,1.0,0
6414,2,1.0,1
5893,2,1.0,0
8681,2,1.0,0
7204,2,1.0,1
9858,2,0.99999994,1
6181,2,1.0,1
5585,2,1.0,0
8375,2,1.0,1
8592,2,1.0,0
6870,2,1.0,1
9268,2,1.0,0
9333,2,0.99999994,0
5251,2,1.0,0
7622,2,1.0,0
5779,2,0.99999994,0
5778,2,0.99999994,0
9637,2,1.0,1
6654,2,1.0,0
