CheckID,Original_ID,lat,lon,My_Class,My_Confidence,My_Scene
HA08,12575,29.597082582699613,119.10975045383124,3,h,water
HA20,9405,30.300733188034428,120.16437244398172,2,m,waste
HA01,6251,29.60984007081352,119.1327460379639,3,h,water
HA13,14054,30.059714316994626,120.07310356361982,2,m, water edge
HA09,7379,29.869542575267264,119.8995464324176,3,h,water
HA14,8346,30.069595684929062,119.96898801312292,2,m,waste
HA02,8177,30.02917393387957,120.26228984401436,2,h,field
HA11,6443,29.658885723300372,119.33918012123314,1,h,road
HA19,9519,30.327411989637184,120.3256179971754,2,l,waste
HA16,9985,30.515608349597873,120.326335912445,2,m,field
HA06,10614,29.485694238384532,118.84331024768576,2,h,veg
HA10,9787,30.402333805537193,120.0961883297735,2,h,field
HA17,8687,30.143077211188793,120.28591416139552,2,l,waste
HA05,6929,29.776565859201863,119.70784967812992,2,h,veg
HA03,9932,30.466112327904625,120.2604928262898,2,h,veg
HA07,8584,30.121428275574313,120.27630033952428,2,h,veg
HA15,4262,30.374843447542695,120.19545237832423,2,h,veg
HA12,7148,29.823101037795624,119.75464794368584,2,h,veg
HA18,10287,29.440327344266777,118.74090253289232,3,h,water
HA04,14831,30.422725274654596,120.17523927324896,1,h,city
