Original_ID,lon,lat,Class,margin,Human_Class,Conf,WC_local,WC_bams,City,DW_raw,ESRI_raw,WC_ee_raw,WC_C3,DW_C3,ESRI_C3,WC_ee_C3
6972,118.55295874922776,31.81100609394788,2,0.2266666666666666,1.0,high,2,2,Nanjing,6,7,60,2.0,1,1,2
9022,118.5630198804099,31.82690627447679,2,0.42,1.0,med,2,2,Nanjing,6,7,60,2.0,1,1,2
6276,118.81005658354276,31.86912709283041,2,0.32,1.0,high,2,2,Nanjing,6,7,30,2.0,1,1,2
7873,119.05960856947117,31.66368238735227,2,0.3133333333333333,1.0,high,2,2,Nanjing,6,7,60,2.0,1,1,2
710,119.0508050796868,31.92572095572994,1,0.3999999999999999,2.0,med,1,1,Nanjing,6,7,50,1.0,1,1,1
9032,118.55816897787564,31.812173903817232,2,0.36,1.0,med,2,2,Nanjing,6,7,60,2.0,1,1,2
2365,118.94875646341082,31.734918789382952,1,0.3,2.0,high,1,1,Nanjing,6,7,50,1.0,1,1,1
6813,118.83997048250394,32.1922511005282,2,0.3666666666666667,2.0,high,2,2,Nanjing,6,7,40,2.0,1,1,2
7567,118.67180586131676,32.199886780443215,2,0.2866666666666666,1.0,high,2,2,Nanjing,6,7,60,2.0,1,1,2
7450,118.5563723473074,31.97854189443617,2,0.3066666666666666,1.0,high,2,2,Nanjing,6,7,10,2.0,1,1,2
9425,118.89818131291489,31.632960004635382,2,0.4599999999999999,1.0,high,2,2,Nanjing,6,7,60,2.0,1,1,2
8323,118.91938155362013,32.099814457792306,2,0.5066666666666666,1.0,high,2,2,Nanjing,6,7,40,2.0,1,1,2
6442,118.9343834188649,31.95293990883876,2,0.3133333333333333,1.0,high,2,2,Nanjing,6,7,10,2.0,1,1,2
7784,118.95333787135982,31.76743780266808,2,0.52,2.0,med,2,2,Nanjing,6,11,40,2.0,1,2,2
9505,118.93878516375707,32.055168188171564,2,0.2466666666666666,2.0,high,2,2,Nanjing,6,7,10,2.0,1,1,2
9339,118.77852571707017,31.97683509539634,2,0.36,1.0,high,2,2,Nanjing,6,7,60,2.0,1,1,2
8200,118.9968163311112,31.53962504661537,2,0.3933333333333333,3.0,low,2,2,Nanjing,0,1,60,2.0,3,3,2
4317,118.92926302174544,32.37595657613064,1,0.5066666666666666,2.0,high,1,1,Nanjing,6,7,50,1.0,1,1,1
9240,118.5923049586722,32.06226487891611,2,0.2933333333333333,1.0,high,2,2,Nanjing,6,7,60,2.0,1,1,2
4930,118.840419640146,32.198269812931805,1,0.33,2.0,low,1,1,Nanjing,6,7,50,1.0,1,1,1
5323,118.92953251633064,31.772378536730734,2,0.4666666666666666,2.0,high,2,2,Nanjing,4,5,40,2.0,2,2,2
5300,119.10066157795542,31.918175107343338,2,0.5266666666666666,2.0,med,2,2,Nanjing,6,7,10,2.0,1,1,2
7847,118.92629858130783,31.551842134479394,2,0.43,2.0,med,2,2,Nanjing,0,1,30,2.0,3,3,2
6318,118.49681404397028,31.966863795742615,2,0.4766666666666666,3.0,med,2,2,Nanjing,0,7,30,2.0,3,1,2
9773,119.02655056701556,31.797261870100847,2,0.38,1.0,med,2,2,Nanjing,6,7,10,2.0,1,1,2
9678,118.65869045816862,31.74533924667874,2,0.3533333333333333,2.0,high,2,2,Nanjing,6,7,60,2.0,1,1,2
5577,118.91219503134715,31.956443338446828,2,0.3866666666666666,3.0,med,2,2,Nanjing,6,7,60,2.0,1,1,2
8328,118.93824617458662,31.36328575634271,2,0.34,2.0,med,2,2,Nanjing,6,7,10,2.0,1,1,2
9754,118.83907216721984,32.21291235206295,2,0.44,3.0,low,2,2,Nanjing,4,5,30,2.0,2,2,2
9205,119.05197288955615,31.641673662891343,2,0.2333333333333333,1.0,med,2,2,Nanjing,6,7,60,2.0,1,1,2
8055,118.42863191390562,31.99336409662414,2,0.52,3.0,med,2,2,Nanjing,0,1,30,2.0,3,3,2
6104,118.87239966426066,31.24228268757181,2,0.5033333333333333,3.0,med,2,2,Nanjing,0,1,60,2.0,3,3,2
8466,118.58026753386498,32.157755793618016,2,0.2666666666666666,2.0,med,2,2,Nanjing,0,7,40,2.0,3,1,2
8083,119.07380195096026,31.302829137721464,2,0.3333333333333333,2.0,high,2,2,Nanjing,6,7,40,2.0,1,1,2
12430,118.59940164941672,32.047352845199725,3,0.3933333333333333,1.0,med,3,3,Nanjing,0,1,80,3.0,3,3,3
11670,118.94049196279693,32.494354530577596,3,0.5199999999999999,3.0,high,3,3,Nanjing,0,1,80,3.0,3,3,3
2484,118.8817421432155,31.347026249700143,1,0.4733333333333333,1.0,med,1,1,Nanjing,6,7,50,1.0,1,1,1
6891,118.68689755808998,32.50513431398703,2,0.3866666666666667,1.0,med,2,2,Nanjing,6,7,60,2.0,1,1,2
9562,119.16345381631538,31.357536538524343,2,0.4533333333333333,2.0,high,2,2,Nanjing,4,7,30,2.0,2,1,2
5090,118.5810760176207,31.88646457781392,2,0.3533333333333333,1.0,high,2,2,Nanjing,6,7,60,2.0,1,1,2
9406,118.64701235947508,32.04456806781895,2,0.3666666666666667,1.0,high,2,2,Nanjing,6,7,40,2.0,1,1,2
