PointID,Original_ID,lon,lat,DW_raw,ESRI_raw,WC_ee_raw
145,498,119.12529042100252,29.700119030741583,1,2,50
124,4,119.07372537642044,29.249883597375153,6,7,50
140,175,119.1350826069159,29.4286489586078,1,2,50
122,220,119.0721111818391,29.46161509269593,6,7,50
117,825,119.69015150604882,29.901523248022578,1,2,50
96,460,119.52540109942714,29.64145955638351,6,7,50
108,861,119.7198847918732,29.9180531356277,6,7,50
112,85,119.177390557711,29.353009227438196,6,7,50
84,726,119.88041242979727,29.856874269174423,6,7,50
105,57,119.16364760826426,29.318696444831932,1,2,50
78,3623,120.33855384933145,30.301901472510423,6,7,50
75,4262,120.19545237832423,30.374843447542695,6,7,50
64,4475,119.83837202506535,30.40404164124066,6,7,50
22,719,119.55082243453283,29.8532846928264,1,2,50
40,438,119.51677719798978,29.62430093552985,6,7,50
16,355,119.2282376870234,29.560522413162406,1,7,50
114,2531,119.59681806189914,30.208296023196493,6,7,50
100,2166,120.35966323371846,30.18161722159372,0,7,50
111,2991,120.24324502341511,30.247643130892104,6,7,50
3,9482,120.19509565024,30.317263075639552,6,7,10
4,6442,119.58504603511804,29.658528995216095,1,7,10
7,8370,120.0693311641286,30.076516209764,2,7,60
11,8955,120.20138298272536,30.19733555280712,6,7,40
14,9489,120.03411764310954,30.318970911343015,6,7,60
12,9145,119.73156317753218,30.23668266050273,6,7,10
1,8848,120.17137769173674,30.177666458060376,6,7,50
21,9822,120.11882718582184,30.414101373217232,6,7,40
5,9118,119.9571312634218,30.230845697223767,6,7,10
25,8346,119.96898801312292,30.069595684929062,6,7,10
31,9537,120.03411764310954,30.331813122376943,6,7,60
34,8255,120.29471642687504,30.046778464838575,1,2,10
20,9058,120.28537461016803,30.219256493585867,6,7,60
29,7863,120.0057310058033,29.970514459521485,6,7,10
32,9787,120.0961883297735,30.402333805537193,6,7,40
47,7148,119.75464794368584,29.823101037795624,6,7,40
52,8055,119.98192386527892,30.006173890645897,6,7,60
55,8466,120.0486676898469,30.09627894563288,2,7,50
39,9917,120.19895723175226,30.45668132917659,6,7,10
65,8033,120.28905782763816,30.002762678340016,6,7,60
44,6444,119.1606823060637,29.659246910485702,6,7,10
46,9111,120.05756359644852,30.22904867949923,6,7,10
80,9805,120.19132325074874,30.409878604519612,6,7,40
37,9484,119.63382860064272,30.317802626867017,6,7,10
51,9637,119.97545370965038,30.3579568318533,6,7,60
59,8838,119.36711638933298,30.174701155859832,6,7,60
68,8862,118.96116874762936,30.179552657805974,1,11,30
66,6002,119.36496264352417,29.545160810033288,6,7,60
58,8220,120.24836407142446,30.038154563401218,6,7,60
67,9152,120.2897757429078,30.238390496206197,6,7,30
72,8560,120.05136544598425,30.118556614495898,6,7,10
104,9398,119.95488387649084,30.29902535233095,6,5,60
61,9405,120.16437244398172,30.300733188034428,6,7,60
